news_title,news_content,news_source,news_pubtime,news_sentiment,news_url
英媒：日政府私下认为东京奥运办不成 日方：报道不实！,"摘要】英国《泰晤士报》21日以日本官员为消息源爆料，日本政府“私下认定东京奥运会因为新冠疫情将不得不取消”，希望2032年再办奥运会。 英国《泰晤士报》21日以日本官员为消息源爆料，日本政府“私下认定东京奥运会因为新冠疫情将不得不取消”，希望2032年再办奥运会。日本政府、日本奥委会、东京都政府和东京奥组委22日都站出来否认这一消息。 【“纯属捏造”】 《泰晤士报》网站以一名不愿公开姓名的日本执政联盟高级官员为消息源报道称，日方内部私下已就东京奥运会泡汤达成共识，目前的焦点是“以挽回面子的方式”宣布取消，寄望于2032年再办奥运会。 这名消息人士称：“谁都不愿意第一个开口，但共识是（举办
 ... ",中国小康网,2021-01-24,1.0,http://news.chinaxiaokang.com/guoji/2021/0124/1118318.html
4大世界冠军将挥手告别？女排大换血已启动，朱婷新帮手浮出水面,"中国女排国家队正在全力备战东京奥运会的比赛，东京奥运会对于中国女排来说非常重要，女排球迷也希望中国女排的姑娘们能够在训练中不断提升自己的能力水平，争取在东京奥运会上拿出精彩的表现，帮助中国女排夺得最后的冠军，毕竟中国女排现在的实力还是非常强的，我们有希望再次蝉联奥运冠军。 东京奥运会结束之后，中国女排的阵容一定会进行大换血。其实从目前的情况来看 ，中国女排的大换血已经悄然启动，几名为中国女排
 ... 中国女排夺得世界冠军立下了汗马功劳，也是球迷心目中非常厉害的几位选手，大家不会忘记她们为国家队做出的贡献。但是东京奥运会结束之后，她们想要继续留在中国女排国家队是比较困难的，毕竟现在中国女排年轻的球员已经
 ... ",百家号,2021-01-24,0.0,https://mbd.baidu.com/newspage/data/landingsuper?context=%7B%22nid%22%3A%22news_10346341779832493546%22%7D&n_type=1&p_from=4
东京奥运会官网发布最新2021奥运年指南,"新年伊始，东京奥运会官方网站1日发布最新2021奥运年指南，详细罗列了值得关注的东京奥运活动。其中，重启后的首场奥运资格赛将在3月4日打响，而奥运圣火传递仪式将在3月25日启动。 1月5日：东京
 ... 月14日：东京奥运会倒计时100天 4月中旬将迎来东京奥运会倒计时100天，奥运的脚步越来越近！ 4月18日—5月4日：世界杯赛事在东京举行 跳水世界杯和竞技体操世界杯将分别于4月18日和5月4日开启，届时谁将在东京问鼎世界杯冠军宝座，值得期待！ 4月28日：滑板测试赛 滑板是东京奥运会新加入的五个运动大项之一。4月28日东京奥运滑板测试赛将在东京有明城市运动公园拉开序幕。让我们一同期待滑板达人们
 ... ",大小新闻网,2021-01-02,0.0,http://www.ytcutv.com/folder355/folder356/folder376/2021-01-02/1456065.html
英媒：日政府私下认为东京奥运办不成　日方：报道不实！,"内容提要：英国《泰晤士报》21日以日本官员为消息源爆料，日本政府“私下认定东京奥运会因为新冠疫情将不得不取消”，希望2032年再办奥运会。日本政府、日本奥委会、东京都政府和东京奥组委22日都站出来否认这一消息。 英国《泰晤士报》21日以日本官员为消息源爆料，日本政府“私下认定东京奥运会因为新冠疫情将不得不取消”，希望2032年再办奥运会。日本政府、日本奥委会、东京都政府和东京奥组委22日都站出来否认这一消息。 【“纯属捏造”】 《泰晤士报》网站以一名不愿公开姓名的日本执政联盟高级官员为消息源报道称，日方内部私下已就东京奥运会泡汤达成共识，目前的焦点是“以挽回面子的方式”宣布取消，寄望于
 ... ",北方网,2021-01-24,1.0,http://news.enorth.com.cn/system/2021/01/24/050945020.shtml
中国女排4人或可功成身退！1人恐率队创造历史，1人堪称超级替补,"如今，作为卫冕冠军的中国女排，正为了力争奥运冠军做着自己最大的努力，而对于中国女排众将来讲，一旦东京奥运会夺冠，或许将有4人功成身退，带着满身的荣誉离开国家队。 其中之一就是作为中国女排主帅的郎平
 ... 交椅，以如今中国女排的实力来讲，她们自然是东京奥运会最大的争冠热门，如果郎平能够率领中国女排再夺奥运冠军，将创造中国女排历史，不过如今的郎平已是60岁的“高龄”，东京奥运会夺冠以后，郎平恐怕就要离开她
 ... 颜妮已是33岁的年纪，已是中国女排年龄最大的球员，而且也多次透露出东京奥运会之后退役的意思，东京奥运会或许将是颜妮的最后一支舞。 其中之三便是曾是里约奥运会福将的刘晓彤，纵观刘晓彤的国家队生涯，她貌似
 ... ",腾讯新闻网,2021-01-25,0.0,https://new.qq.com/omn/20210125/20210125A02RA800
原标题：禁止13岁以下用户使用，“7岁”的东京奥运官方推特被限了,"距离东京奥运会开幕还有半年左右时间，疫情之下大会能否顺利举办一直是各界关注的焦点。当地时间24日下午，一直负责传播赛事筹备进展的东京奥运会日语官方推特突然无法显示，并出现“账号不存在”的字样，一时间引发各种猜测。 ▲图源：NHK 据日本广播协会（NHK）报道，从当地时间24日下午14时起，东京奥运会的日语官方推特就显示为“账号不存在”的状态，所有图文均不能正常显示。直到当天下午16时许，账号才恢复正常。 ▲东京奥运会账号随后恢复正常（NHK） 随后，东京奥组委方面对外承认了此事。对于原因，组委会解释称，在24日上午将该组织7年前成立的日子登记为“生日”，而推特公司禁止未满13岁的用户使用
 ... ",洱海新闻网,2021-01-25,0.0,https://www.erhainews.com/n12680367.html
东京奥运会或面临取消，耐克和亚瑟士损失惨重？,"来源：鞋界教授 近日，据英国权威媒体《泰晤士报》报道，日本政府私下里得出结论，由于新冠疫情影响，东京奥运会将不得不被取消。目前的关注重点是，确保东京在2032年可以举办奥运会！ 而由于日本最近的新冠疫情形势恶化，日本国内外怀疑东京奥运会无法在7月如期举行的声音开始增多。 专家表示，东京奥运会的命运似乎有问题，这可能对体育用品行业产生重大影响。 如果东京奥运会取消耐克和亚瑟士可能会损失惨重 亚瑟士对东京奥运会寄予厚望，甚至可以视为是一次“豪赌”。 作为日本本土的运动品牌，亚瑟士早在数年之前就已支付过亿美元，成为东京奥组委的黄金合作伙伴。 2015年，该公司五年发展计划中已为2020年奥运年设定
 ... ",搜狐网,2021-01-25,1.0,http://www.sohu.com/a/446650425_261465
多方考虑空场举办东京奥运会 具体是什么情况？,"近日多方考虑空场举办东京奥运会 具体是什么情况？登录上了网络热搜，受到广大网友们的关注，那么关于目前的多方考虑空场举办东京奥运会 具体是什么情况？相信小伙伴们都是想要了解到最新的信息吧，小编也是在网上进行了一些整理，收集到了一些与多方考虑空场举办东京奥运会 具体是什么情况？相关的文章，那么下面就来分享给大家一起来了解了解吧。（以下内容来自于网络，如有侵权请联系站长进行删除） 关于到现在多方考虑空场举办东京奥运会 具体是什么情况？这个话题相信很多小伙伴都是非常有兴趣了解的吧! 因为这个话题也是近期非常火热的,那么既然现在大家都想要知道多方考虑空场举办东京奥运会 具体是什么情况？,小编也是到网上
 ... ",河南头条网[zynews.cc],2021-01-26,0.0,http://www.zynews.cc/shehui/205088.html
"女排奥运名单或已诞生!4大功臣无奈梦想破碎,天津3球星十分幸运","哈喽大家好，我是，今天为大家带来新一轮资讯，让我们一起来看看吧！ 东京奥运会是中国女排的主要目标。如果能在东京奥运会上夺冠，中国女排将继续书写辉煌。对于中国女排来说，如果我们想赢得东京奥运会，我们
 ... 目前的情况来看，中国女排运动员参赛名单的悬念已经基本结束。如果不出意外的话，中国女排最有可能获得2019年世界杯冠军，16个世界冠军大部分都会出现在东京奥运会上，代表中国女排争夺奥运冠军。 由于中国女排只能派出12名球员参加东京奥运会，这意味着在16名世界杯冠军中，有四大功臣只能无奈梦想破碎，因为他们肯定不能出现在东京奥运会上。毕竟，由于名额有限，他们很难在奥运会上展示自己的实力。虽然这些球员也有
 ... ",新浪财经-滚动新闻,2021-01-26,0.0,http://k.sina.com.cn/article_7545466700_1c1beaf4c00100vztf.html
女排奥运名单悬念终结！4大功臣无奈梦想破碎，天津三球星挺幸运,"东京奥运会是 中国女排 最主要的目标，如果能够在东京奥运会上拿到冠军，中国 女排 将续写辉煌。对于中国女排来说，想要拿到东京奥运会的冠军必须要拿出最好的表现，尤其是我们的参赛阵容必须要精雕细琢。相信
 ... 终结了。如果不出意外，中国女排大概率会以2019年夺得世界杯冠军的参赛阵容为主，16名世界冠军大部分会出现在东京奥运会的赛场上代表中国女排竞争奥运会冠军。 由于中国女排只能够派出12名球员参加东京奥运会的比赛，这就意味着在16名世界杯的冠军球员里面有四大功臣将非常无奈的梦想破碎，因为她们肯定无法出现在东京奥运会的赛场上，毕竟受名额所限，她们很难在奥运会上展示自己的实力。这些球员虽然也有奥运会冠军的
 ... ",懂车帝,2021-01-26,0.0,https://www.dongchedi.com/ugc/article/6921838837727609351
日本东京奥运会没有现场观众？经济损失或超1500多亿,"来源于央视财经 2021年7月23日-8月8日，日本东京奥运会的举办时间，而新冠病毒的肆虐导致东京奥运会“空场举行”的概率大幅增加，同时据估算若奥运会现场无观众，不能卖出门票导致经济损失将高达约2.4万亿日元，约1500多亿元人民币。 据大江网援引日本共同社24日的报道，日本经济学家、关西大学名誉教授宫本胜浩预估如果7月份的东京奥运会，现场没有观众收不了门票钱，门票收入和奥运带动周边消费的经济损失将达到7000多亿日元，约437亿人民币；而在东京奥运会闭幕后，日本体育产业也可能损失10000亿日元，约624亿人民币。 来源于央视财经 日本奥委会主席山下泰裕1月初曾称，不排除“空场举行”的
 ... ",百家号,2021-01-26,1.0,https://mbd.baidu.com/newspage/data/landingsuper?context=%7B%22nid%22%3A%22news_10552451917456096061%22%7D&n_type=1&p_from=3
